ASIN,ID,TOPIC,RATEABLE,SENTIMENT SCORE,SNIPPET,SUBTOPICS,QUESTION,ANSWER,QA SCORE,NOUNS,ADJECTIVES,VERBS
B087DH51VB,RJ2FSALDSGVTK,side,TRUE,0.89162264,after 2 months of use right side does not charge,"{""side"": 0.8916226403759955}",what's good about side?,does not charge,0.112570591,[],[],['charge']
B087DH51VB,RZOT7CYEWJ1RH,mi,TRUE,0.939065194,must buy for mi fans... good job done mi,"{""mi"": 0.9390651943466557}",what's good about mi?,good job done,0.66435802,['job'],['good'],['done']
B087DH51VB,R3T7YPCBU08Y0L,mi,TRUE,-0.876457522,it is the worse tech ever got from mi,"{""mi"": -0.8764575221893076}",what's bad about mi?,the worse tech,0.184025258,['tech'],['worse'],[]
B087DH51VB,R3JDZG625SXKYQ,sound quality,TRUE,0.937448215,best sound quality in tws under 10k,"{""sound quality"": 0.9374482153522599}",what's good about sound quality?,best sound quality in tws under 10k,0.572417736,"['quality', 'tws', '10k']","['best', 'sound']",[]
B087DH51VB,RDTERSPC9BBWB,wireless,FALSE,-0.90697468,mi wireless is working fine since i purchged till last week but from lat week there is one issue that right side wireless is not charging only left side wireless is connected to case charging,"{""wireless"": -0.9069746798124472}",what's bad about wireless?,not charging,0.382529348,[],[],['charging']
B087DH51VB,R136725KRVDRRN,look,FALSE,-0.998468629,i got a damaged product and quality and look is worst in category,"{""look"": -0.9984686284891438}",what's bad about look?,look,0.048441626,[],[],['look']
B087DH51VB,R15U9Y7WP9O8PZ,battery issue,FALSE,-0.882886769,battery issue,"{""battery issue"": -0.8828867687100177}",what's bad about battery issue?,battery issue,0.000888702,"['battery', 'issue']",[],[]
B087DH51VB,R1JSZZNDNVKBL6,look,FALSE,-0.988510469,"if you look at the dates, the product was manufactured in july 2020 and it was imported even before manufacturing i. e. in june 2020","{""look"": -0.9885104684961099}",what's bad about look?,the dates,0.000103485,['dates'],[],[]
B087DH51VB,RTV2RDGLJNCZE,one side,FALSE,-0.996797372,not good at all one side is not working,"{""one side"": -0.9967973717619045}",what's bad about one side?,not working,0.521810234,[],[],['working']
B087DH51VB,R3SLU89V12OM1G,product quantity,FALSE,0.916781606,product quantity,"{""product quantity"": 0.9167816058681522}",what's good about product quantity?,product quantity,0.000304126,"['product', 'quantity']",[],[]
B087DH51VB,R2NSLO3G0QNGO3,one side,FALSE,-0.994718555,one side not working,"{""one side"": -0.9947185552615065}",what's bad about one side?,not working,0.831612051,[],[],['working']
B087DH51VB,R29FUIUP0DMIA3,detection,FALSE,0,"single side mic working and not attached (not detected )... single side mic working and not attached (not detected ) in many times in mobile phone, you must solve my complant","{""detection"": 0.0}",,,,[],[],[]
B087DH51VB,R2KSZCL5P6EN30,ear bud,FALSE,-0.971701692,one of the two ear plugs not working,"{""ear plug"": -0.9717016918046981}",what's bad about ear plug?,one of the two ear plugs not working,0.642533302,['ear'],[],"['plugs', 'working']"
B087DH51VB,R2FJ8RN63KKLOI,ten year,FALSE,-0.982033481,have been using xiaomi phones for almost ten years now,"{""ten year"": -0.9820334805160171}",what's bad about ten year?,xiaomi phones,0.000675908,"['xiaomi', 'phones']",[],[]
B087DH51VB,R2S91MJ8C1VBJS,working,FALSE,0,"i got damaged product, one bud is not working","{""working"": 0.0}",,,,[],[],[]
B087DH51VB,RFJ5LJZIVGGO6,battery,TRUE,-0.993262386,battery life is too short... product is not good due to battery backup,"{""battery backup"": -0.9992380523366564, ""battery life"": -0.9872867203756968}",what's bad about battery backup?,product is not good,0.389481664,['product'],['good'],[]
B087DH51VB,R136725KRVDRRN,purchase,FALSE,0.055249832,this is not worth to buy ... i will recommend to buy this product,"{""buy"": 0.055249831527175}",,,,[],[],[]
B087DH51VB,R7PPMYN7V0UJS,charge,TRUE,-0.930973397,"it was working fine until one day it stopped holding charging ... no matter how long i put it to charge , it is not charging","{""charging"": -0.9309733971733926}",what's bad about charging?,"no matter how long i put it to charge , it is not charging",0.442951173,[],[],"['put', 'charge', 'charging']"
B087DH51VB,R22HJ78MO8S789,gesture,FALSE,0.995421849,good ear phone for this price nice gesture,"{""gesture"": 0.9954218490797027}",what's good about gesture?,good ear phone,0.570949852,"['ear', 'phone']",['good'],[]
B087DH51VB,R2KUZ7DUW1GBIR,connectivity,TRUE,0.992236065,would have better connectivity,"{""connect"": 0.9922360652608413}",what's good about connect?,would have better connectivity,0.189862579,['connectivity'],['better'],['would']
B087DH51VB,R2KSZCL5P6EN30,working,FALSE,0.494022249,not working ... one of the two ear plugs not working,"{""working"": 0.49402224938107453}",what's good about working?,one of the two ear plugs,0.03815981,"['ear', 'plugs']",[],[]
B087DH51VB,R2FJ8RN63KKLOI,reset,FALSE,0.953266955,reset etc,"{""reset"": 0.9532669545687849}",what's good about reset?,reset,0.000138349,['reset'],[],[]
B087DH51VB,R3ES2NG5KQTXO7,price,TRUE,0.990807486,genuine product at this price,"{""price"": 0.9908074858061733}",what's good about price?,genuine product,0.897688508,['product'],['genuine'],[]
B087DH51VB,RTV2RDGLJNCZE,working,FALSE,-0.855639027,not good at all one side is not working,"{""working"": -0.8556390271988867}",what's bad about working?,one side,0.122376382,['side'],[],[]
B087DH51VB,R2NSLO3G0QNGO3,working,FALSE,0.477952174,get only onside working ... one side not working,"{""working"": 0.4779521739665865}",what's good about working?,get only onside working,0.460461289,['working'],['onside'],[]
B087DH51VB,R29JBJ5SYLP6ER,sound quality,TRUE,0.980891655,awesome quality best to buy at 2500 and sound quality its a wow and but noise cancellation is not so good but its ok ok,"{""sound quality"": 0.9808916547122701}",what's good about sound quality?,a wow,0.211709678,['wow'],[],[]
B087DH51VB,R1US8DPLY8YQ5X,sound quality,TRUE,0.996650588,beautiful sound and show,"{""sound"": 0.9966505881900933}",what's good about sound?,beautiful,0.668620408,[],['beautiful'],[]
B087DH51VB,R3TRG4J8IKWW25,working,FALSE,0,"would not recommend to buy too many features, but none of them working properly, one should not even think of buying this product, complete waste of money, returned the same in couple of days","{""working"": 0.0}",,,,[],[],[]
B087DH51VB,R29FUIUP0DMIA3,time,FALSE,0.875824156,"single side mic working and not attached (not detected) in many times in mobile phone, you must solve my complant","{""time"": 0.8758241558820685}",what's good about time?,single side mic working,0.037819218,"['side', 'mic', 'working']",['single'],[]
B087DH51VB,RW3BQLXXZ33J2,sound quality,TRUE,0.998582839,sound quality is good,"{""sound quality"": 0.998582838714339}",what's good about sound quality?,sound quality,0.328877807,['quality'],['sound'],[]
B087DH51VB,R136725KRVDRRN,quality,TRUE,-0.998429276,i got a damaged product and quality and look is worst in category,"{""quality"": -0.9984292756117208}",what's bad about quality?,quality and look,0.068010777,['quality'],[],['look']
B087DH51VB,R15U9Y7WP9O8PZ,head phone,FALSE,0.012344101,just in 6month 10 days my head phones started giving battery problem,"{""head phone"": 0.012344101121593898}",,,,[],[],[]
B087DH51VB,R22HJ78MO8S789,music,TRUE,-0.925275401,music not getting connected properly some times error occurs,"{""music"": -0.9252754007611048}",what's bad about music?,not getting connected properly,0.335195303,[],[],"['getting', 'connected']"
B087DH51VB,R7PPMYN7V0UJS,battery,TRUE,-0.017626658,battery started draining after 3 months... no battery backup ... battery is draining,"{""battery"": -0.9864310724480878, ""battery backup"": 0.9511777564088464}",,,,[],[],[]
B087DH51VB,R29FUIUP0DMIA3,mobile,FALSE,0.025630317,"single side mic working and not attached (not detected) in many times in mobile phone, you must solve my complant","{""mobile"": 0.02563031725103096}",,,,[],[],[]
B087DH51VB,R2S91MJ8C1VBJS,time,FALSE,-0.952594318,unnecessary waste of time,"{""time"": -0.952594318038728}",what's bad about time?,unnecessary waste of time,0.502403736,"['waste', 'time']",['unnecessary'],[]
B087DH51VB,R15U9Y7WP9O8PZ,charge,TRUE,-0.845417625,if i charge it full then it will get drained in 15-20mins without use,"{""charging"": -0.8454176253233345}",what's bad about charging?,it will get drained in 15-20mins without use,0.072099499,"['20mins', 'use']",[],"['will', 'drained']"
B087DH51VB,R3SLU89V12OM1G,quality,TRUE,0,and noise quality,"{""quality"": 0.0}",,,,[],[],[]
B087DH51VB,R29FUIUP0DMIA3,working,FALSE,0.42913036,"single side mic working and not attached (not detected)... single side mic working and not attached (not detected) in many times in mobile phone, you must solve my complant","{""working"": 0.4291303604350008}",what's good about working?,solve my complant,0.093675964,['complant'],[],['solve']
B087DH51VB,R29FUIUP0DMIA3,attached,FALSE,0,"single side mic working and not attached (not detected)... single side mic working and not attached (not detected) in many times in mobile phone, you must solve my complant","{""attached"": 0.0}",,,,[],[],[]
B087DH51VB,R2FJ8RN63KKLOI,xiaomi,FALSE,-0.492614999,very disappointed with xiaomi ... have been using xiaomi phones for almost ten years now,"{""xiaomi"": -0.4926149988242486}",what's bad about xiaomi?,have been using xiaomi phones,0.199907795,"['xiaomi', 'phones']",[],['using']
B087DH51VB,RHRGCOHFX5E6Y,big,FALSE,0.974057295,could be better if orifice is of average shape compared to current big size,"{""big"": 0.9740572953622557}",what's good about big?,average shape,0.029295843,['shape'],['average'],[]
B087DH51VB,R2KSZCL5P6EN30,purchase,FALSE,0,please do not buy,"{""buy"": 0.0}",,,,[],[],[]
B087DH51VB,RHRGCOHFX5E6Y,fit,TRUE,-0.986811573,does not fit well in ear,"{""fit"": -0.9868115729285174}",what's bad about fit?,does not fit well,0.558196843,[],[],['fit']
B087DH51VB,RNM3MSNG406OQ,order,FALSE,-0.84109756,i got empty in the order box with old box no ear pods available in the box replace my order as early as possible,"{""order"": -0.8410975601036557}",what's bad about order?,i got empty in the order box,0.092433125,"['order', 'box']",['empty'],['got']
B087DH51VB,R29JBJ5SYLP6ER,quality,TRUE,0.968757618,awesome quality best to buy at 2500 and sound quality its a wow and but noise cancellation is not so good but its ok ok,"{""quality"": 0.9687576181256052}",what's good about quality?,awesome quality,0.150406703,"['awesome', 'quality']",[],[]
B087DH51VB,R15U9Y7WP9O8PZ,battery problem,FALSE,-0.985256453,just in 6month 10 days my head phones started giving battery problem,"{""battery problem"": -0.9852564529266832}",what's bad about battery problem?,head phones,0.098643787,"['head', 'phones']",[],[]
B087DH51VB,R22HJ78MO8S789,connectivity,TRUE,0,music not getting connected properly some times error occurs,"{""connect"": 0.0}",,,,[],[],[]
B087DH51VB,R2KSZCL5P6EN30,please,FALSE,-0.977601445,please do not buy,"{""please"": -0.977601444945396}",what's bad about please?,please do not buy,0.133735687,[],[],['buy']
B087DH51VB,R2FJ8RN63KKLOI,phone,TRUE,0.011215351,right side ear phone is not working... have been using xiaomi phones for almost ten years now,"{""phone"": 0.011215350805225843}",,,,[],[],[]
B087DH51VB,RNM3MSNG406OQ,ear bud,FALSE,0.022475077,i got empty in the order box with old box no ear pods available in the box replace my order as early as possible,"{""ear pod"": 0.022475077458210868}",,,,[],[],[]
B087DH51VB,R22HJ78MO8S789,ear phone,TRUE,0.006049835,good ear phone for this price nice gesture,"{""ear phone"": 0.0060498350262680745}",,,,[],[],[]
B087DH51VB,RW3BQLXXZ33J2,ear,TRUE,-0.005530482,it is not comfortable to my ears ... again and again i press in to the ears,"{""ear"": -0.0055304822724659974}",,,,[],[],[]
B087DH51VB,RF2MZXYXMQVOB,charge,TRUE,-0.862625816,very low capacity on holding charge,"{""charging"": -0.8626258154510331}",what's bad about charging?,very low capacity,0.186550945,['capacity'],['low'],[]
B087DH51VB,R2FJ8RN63KKLOI,ear phone,TRUE,-0.93076263,right side ear phone is not working,"{""ear phone"": -0.93076262972253}",what's bad about ear phone?,not working,0.618786633,[],[],['working']
B087DH51VB,RNM3MSNG406OQ,packaging,FALSE,-0.437866735,empty box ... i got empty in the order box with old box no ear pods available in the box replace my order as early as possible,"{""box"": -0.43786673446066365}",what's bad about box?,no ear pods available in the box,0.143594489,"['ear', 'pods', 'box']",['available'],[]
B087DH51VB,R29FUIUP0DMIA3,phone,TRUE,-0.913818801,"single side mic working and not attached (not detected) in many times in mobile phone , you must solve my complant","{""phone"": -0.9138188007038861}",what's bad about phone?,single side mic working and not attached,0.042383656,"['side', 'mic', 'working']",['single'],['attached']
B087DH51VB,RNRPM866A4TMA,sound quality,TRUE,0.005339273,"sound quality is ok, noise cancellation not works ,heavy background noise come , only useful in silent place","{""sound quality"": 0.0053392730709851954}",,,,[],[],[]
B087DH51VB,RNRPM866A4TMA,heavy,TRUE,-0.952822274,"sound quality is ok, noise cancellation not works , heavy background noise come , only useful in silent place","{""heavy"": -0.9528222739751786}",what's bad about heavy?,background noise,0.008721046,"['background', 'noise']",[],[]
B087DH51VB,R3EVX51AZ6ZF1N,price,TRUE,-0.989607558,money wasted,"{""money"": -0.9896075574721412}",what's bad about money?,money wasted,0.808078766,['money'],[],['wasted']
B087DH51VB,RHRGCOHFX5E6Y,sound quality,TRUE,0.003759075,sound quality is average,"{""sound quality"": 0.003759074658434697}",,,,[],[],[]
B087DH51VB,R29JBJ5SYLP6ER,noise cancellation,TRUE,0.979152543,awesome quality best to buy at 2500 and sound quality its a wow and but noise cancellation is not so good but its ok ok,"{""noise cancellation"": 0.9791525432168482}",what's good about noise cancellation?,ok ok,0.073970817,[],[],[]
B087DH51VB,RNRPM866A4TMA,noise cancellation,TRUE,-0.961093672,"sound quality is ok, noise cancellation not works ,heavy background noise come , only useful in silent place","{""background noise"": -0.9610936720532874}",what's bad about background noise?,heavy background noise come,0.036737092,"['background', 'noise']",['heavy'],['come']
B087DH51VB,R2FJ8RN63KKLOI,working,FALSE,0,right side ear phone is not working,"{""working"": 0.0}",,,,[],[],[]
B087DH51VB,RHRGCOHFX5E6Y,battery,TRUE,0.005173242,battery life is also average,"{""battery life"": 0.005173242024210989}",,,,[],[],[]
B087DH51VB,R29JBJ5SYLP6ER,purchase,FALSE,0.979395221,awesome quality best to buy at 2500 and sound quality its a wow and but noise cancellation is not so good but its ok ok,"{""buy"": 0.979395220958686}",what's good about buy?,awesome quality,0.278751403,"['awesome', 'quality']",[],[]
B087DH51VB,R22HJ78MO8S789,price,TRUE,0.961915992,good ear phone for this price nice gesture,"{""price"": 0.9619159922738971}",what's good about price?,good ear phone,0.673115194,"['ear', 'phone']",['good'],[]
B087DH51VB,R1S0AUQVKQ07A3,recommendation,FALSE,0,good but not recommended,"{""recommendation"": 0.0}",,,,[],[],[]
B087DH51VB,RHRGCOHFX5E6Y,ear,TRUE,-0.900715544,does not fit well in ear,"{""ear"": -0.9007155437178229}",what's bad about ear?,does not fit well,0.802463055,[],[],['fit']
B087DH51VB,RRY52UGNBNNJI,call,FALSE,0.92962871,the person on the other side of a phonecall complains that he can hear his voice back,"{""phone call"": 0.9296287096154467}",what's good about phone call?,he can hear his voice back,0.094693109,['voice'],[],"['can', 'hear']"
